ID,Name,Strength,Generic Name,Manufactured by,Unit Price
4369,Cofnil Plus,(200 mg+15 mg+15 mg)/5 ml,Guaifenesin + Dextromethorphan + Menthol,General Pharmaceuticals Ltd.,100 ml bottle : ৳ 85.00
4370,Cofof,50 mg,Butamirate Citrate,Euro Pharma Ltd.,Unit Price : ৳ 10.00
4371,Cofof,7.5 mg/5 ml,Butamirate Citrate,Euro Pharma Ltd.,100 ml bottle : ৳ 80.00
4372,Cofresh,0.2%+0.36%+1%,Glycerol + Hypromellose + Polyethylene Glycol 400,Ibn Sina Pharmaceuticals Ltd.,10 ml drop : ৳ 250.00
4373,Cofrid,(200 mg+15 mg+15 mg)/5 ml,Guaifenesin + Dextromethorphan + Menthol,ACME Laboratories Ltd.,100 ml bottle : ৳ 85.00
4374,Cofson,(30 mg+100 mg+1.25 mg)/5 ml,Pseudoephedrine + Guaiphenasine + Triprolidine,Hudson Pharmaceuticals Ltd.,100 ml bottle : ৳ 50.00
4375,Cogniz,500 mg,Citicoline Sodium,UniMed UniHealth,Unit Price : ৳ 50.00
4376,Colagel,15%,L-Lysine Hydrochloride,Incepta Pharmaceuticals Ltd.,25 gm tube : ৳ 80.00
4377,Colamin,500 mcg,Mecobalamin,Rangs Pharmaceuticals Ltd.,Unit Price : ৳ 4.02
4378,Colax,10 mg,Clobazam,Pharmadesh Laboratories Ltd.,Unit Price : ৳ 2.74
4379,Colaz,400 mg,Albendazole,Cosmic Pharma Ltd.,Unit Price : ৳ 5.00
4380,Colaz,200 mg/5 ml,Albendazole,Cosmic Pharma Ltd.,10 ml bottle : ৳ 19.00
4381,Cold B,4 mg,Bromhexine Hydrochloride,Medimet Pharmaceuticals Ltd.,Unit Price : ৳ 0.70
4382,Coldex,(30 mg+100 mg+1.25 mg)/5 ml,Pseudoephedrine + Guaiphenasine + Triprolidine,Millat Pharmaceuticals Ltd.,100 ml bottle : ৳ 50.00
4383,Coldflu,10 mg/5 ml,Dextromethorphan Hydrobromide,Amico Laboratories Ltd.,100 ml bottle : ৳ 23.00
4384,Colgin-Vet,,Colistin Sulfate,Square Pharmaceuticals Ltd.,100 gm pack : ৳ 153.40
4385,Colicon,10 mg/5 ml,Dicycloverine Hydrochloride,Square Pharmaceuticals Ltd.,50 ml bottle : ৳ 30.20
4386,Colicon,10 mg,Dicycloverine Hydrochloride,Square Pharmaceuticals Ltd.,Unit Price : ৳ 2.01
4387,Colimax,0.6 mg,Colchicine,Square Pharmaceuticals Ltd.,Unit Price : ৳ 5.02
4388,Colipan,20 mg/ml,Hyoscine Butylbromide,Medimet Pharmaceuticals Ltd.,1 ml ampoule : ৳ 7.85
4389,Colipan,10 mg,Hyoscine Butylbromide,Medimet Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
4390,Colipan,20 mg,Hyoscine Butylbromide,Medimet Pharmaceuticals Ltd.,Unit Price : ৳ 5.65
4391,Colistimethate (CMS),4.5 MIU,Colistimethate Sodium,ZAS Corporation,"4.5 MIU vial : ৳ 2,200.00"
4392,Colistimethate (CMS),1 MIU,Colistimethate Sodium,ZAS Corporation,1 MIU vial : ৳ 650.00
4393,Colitrol,1 mcg/ml,Calcitriol,Incepta Pharmaceuticals Ltd.,1 ml ampoule : ৳ 155.00
4394,Colitrol,0.25 mcg,Calcitriol,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
4395,Colmint,187 mg/0.2 ml,Peppermint Oil,Square Pharmaceuticals Ltd.,Unit Price : ৳ 7.02
4396,Colmint,187 mg/0.2 ml,Peppermint Oil,Square Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
4397,Colomeb,135 mg,Mebeverine Hydrochloride,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
4398,Colostat,20 mg,Atorvastatin Calcium,Ibn Sina Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
4399,Colostat,10 mg,Atorvastatin Calcium,Ibn Sina Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
4400,Coluric,0.6 mg,Colchicine,UniMed UniHealth,Unit Price : ৳ 7.50
4401,Comarit,80 mg,Cabozantinib,Genvio Pharma Ltd.,"Unit Price : ৳ 2,200.00"
4402,Comarit,20 mg,Cabozantinib,Genvio Pharma Ltd.,Unit Price : ৳ 700.00
4403,Combair,(100 mcg+20 mcg)/puff,Salbutamol + Ipratropium (Inhaler),ACI Limited,200 metered doses : ৳ 250.75
4404,Combat,0.2%+0.5%,Brimonidine Tartrate + Timolol Maleate,General Pharmaceuticals Ltd.,5 ml drop : ৳ 120.00
4405,Combicard,5 mg+50 mg,Amlodipine Besilate + Atenolol,Healthcare Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
4406,Combicid,0.05%+0.75%+2%+1%,Clobetasol Propionate + Ofloxacin + Ornidazole + Terbinafine,Square Pharmaceuticals Ltd.,15 gm tube : ৳ 150.00
4407,Combiderm,0.05%+1%+0.1%,Betamethasone + Clotrimazole + Gentamicin,Popular Pharmaceuticals Ltd.,15 gm tube : ৳ 75.00
4408,Combigan,0.2%+0.5%,Brimonidine Tartrate + Timolol Maleate,Eskayef Pharmaceuticals Ltd.,5 ml drop : ৳ 712.00
4409,Combipen,(3 lac unit+1 lac unit)/vial,Procaine Penicillin + Benzyl Penicillin,ACME Laboratories Ltd.,4 lac unit vial : ৳ 17.19
4410,Combipen Vet,(30 Lac IU+10 Lac IU)/vial,Procaine Penicillin + Benzyl Penicillin,ACME Laboratories Ltd.,40 Lac IU vial : ৳ 45.75
4411,Combiplat,75 mg+75 mg,Clopidogrel + Aspirin,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 11.07
4412,Combipres,0.2%+0.5%,Brimonidine Tartrate + Timolol Maleate,Aristopharma Ltd.,5 ml drop : ৳ 120.00
4413,Combisol,0.3%+3%,Chlorhexidine Gluconate + Cetrimide,Jayson Pharmaceuticals Ltd.,1 liter pack : ৳ 220.00
4414,Combiver,(100 mcg+20 mcg)/puff,Salbutamol + Ipratropium (Inhaler),Healthcare Pharmaceuticals Ltd.,200 metered doses : ৳ 270.00
4415,Combivit,,Vitamin B complex,Orion Pharma Ltd.,2 ml ampoule : ৳ 10.03
4416,Combocef,200 mg+125 mg,Cefpodoxime Proxetil + Clavulanic Acid,ACI Limited,Unit Price : ৳ 50.15
4417,Combocef,100 mg+62.5 mg,Cefpodoxime Proxetil + Clavulanic Acid,ACI Limited,Unit Price : ৳ 30.09
4418,Combomax,0.4 mg+0.5 mg,Tamsulosin Hydrochloride + Dutasteride,Drug International Ltd.,Unit Price : ৳ 18.00
4419,Combomin,100 mg+200 mg+200 mcg,"Vitamin B1, B6 & B12",Ad-din Pharmaceuticals Ltd.,Unit Price : ৳ 4.00
4420,Comet,500 mg,Metformin Hydrochloride,Square Pharmaceuticals Ltd.,Unit Price : ৳ 4.02
4421,Comet,850 mg,Metformin Hydrochloride,Square Pharmaceuticals Ltd.,Unit Price : ৳ 6.02
4422,Comet XR,1000 mg,Metformin Hydrochloride,Square Pharmaceuticals Ltd.,Unit Price : ৳ 9.03
4423,Comet XR,500 mg,Metformin Hydrochloride,Square Pharmaceuticals Ltd.,Unit Price : ৳ 6.02
4424,Comfil,1 mg/5 ml,Levosalbutamol (Oral),Pharmasia Limited,100 ml bottle : ৳ 38.00
4425,Comfil,2 mg,Levosalbutamol (Oral),Pharmasia Limited,Unit Price : ৳ 1.71
4426,Comfort,3.35 gm/5 ml,Lactulose,APC Pharma Ltd.,100 ml bottle : ৳ 80.00
4427,Comfy,1 mg,Clonazepam,Labaid Pharma Ltd.,Unit Price : ৳ 8.00
4428,Comfy,0.5 mg,Clonazepam,Labaid Pharma Ltd.,Unit Price : ৳ 6.00
4429,Comfy,2 mg,Clonazepam,Labaid Pharma Ltd.,Unit Price : ৳ 10.00
4430,Comipen,50 mg,Clomiphene Citrate,Pacific Pharmaceuticals Ltd.,Unit Price : ৳ 16.67
4431,Compimet,15 mg+850 mg,Pioglitazone + Metformin Hydrochloride,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 11.00
4432,Compimet,15 mg+500 mg,Pioglitazone + Metformin Hydrochloride,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
4433,Compiron,50 mg/5 ml,Iron Polymaltose Complex,Incepta Pharmaceuticals Ltd.,100 ml bottle : ৳ 50.00
4434,Compiron,50 mg/ml,Iron Polymaltose Complex,Incepta Pharmaceuticals Ltd.,30 ml drop : ৳ 50.00
4435,Complavit,,Vitamin B complex,GlaxoSmithKline,100 ml bottle : ৳ 20.92
4436,Compressed breathing oxygen,,Oxygen,Linde Bangladesh Ltd.,"1500 litres cylinder : ৳ 24,452.00"
4437,Comprid,80 mg,Gliclazide,Square Pharmaceuticals Ltd.,Unit Price : ৳ 7.02
4438,Comprid XR,60 mg,Gliclazide,Square Pharmaceuticals Ltd.,Unit Price : ৳ 11.03
4439,Comprid XR,30 mg,Gliclazide,Square Pharmaceuticals Ltd.,Unit Price : ৳ 6.04
4440,Comvit-B,,Vitamin B complex,Mystic Pharmaceuticals Ltd.,100 ml bottle : ৳ 20.70
4441,Con,50 mg,Fluconazole,Reliance Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
4442,Conart,1 mg,Bumetanide,ACI Limited,Unit Price : ৳ 5.02
4443,Conasyd,1%,Tioconazole,Renata Limited,10 gm tube : ৳ 63.00
4444,Conatrim,1%+0.1%,Econazole Nitrate + Triamcinolone Acetonide,Ad-din Pharmaceuticals Ltd.,10 gm tube : ৳ 34.00
4445,Conaz,150 mg,Fluconazole,Orion Pharma Ltd.,Unit Price : ৳ 22.14
4446,Conaz,50 mg,Fluconazole,Orion Pharma Ltd.,Unit Price : ৳ 8.06
4447,Conazol-T,1%+0.1%,Econazole Nitrate + Triamcinolone Acetonide,Ethical Drug Ltd.,10 gm tube : ৳ 40.00
4448,Conazole,50 mg,Fluconazole,Apollo Pharmaceutical Ltd.,Unit Price : ৳ 8.00
4449,Conbis,2.5 mg,Bisoprolol Hemifumarate,Julphar Bangladesh Ltd.,Unit Price : ৳ 6.00
4450,Conbis,5 mg,Bisoprolol Hemifumarate,Julphar Bangladesh Ltd.,Unit Price : ৳ 10.00
4451,Concor,10 mg,Bisoprolol Hemifumarate,Merck,Unit Price : ৳ 26.00
4452,Condia,2 mg,Glimepiride,Julphar Bangladesh Ltd.,Unit Price : ৳ 8.00
4453,Condia,3 mg,Glimepiride,Julphar Bangladesh Ltd.,Unit Price : ৳ 10.00
4454,Condia,1 mg,Glimepiride,Julphar Bangladesh Ltd.,Unit Price : ৳ 4.50
4455,Confree,0.05%,Oxymetazoline Hydrochloride (Nasal Preparation),Asiatic Laboratories Ltd.,10 ml drop : ৳ 45.00
4456,Confree,0.03%,Oxymetazoline Hydrochloride (Nasal Preparation),Asiatic Laboratories Ltd.,10 ml drop : ৳ 40.01
4457,Congenil,0.05%,Oxymetazoline Hydrochloride (Nasal Preparation),Navana Pharmaceuticals Ltd.,10 ml drop : ৳ 45.13
4458,Congenil,0.03%,Oxymetazoline Hydrochloride (Nasal Preparation),Navana Pharmaceuticals Ltd.,10 ml drop : ৳ 40.12
4459,Conicol,0.50%,Chloramphenicol (Ophthalmic),Opsonin Pharma Ltd.,10 ml drop : ৳ 34.40
4460,Conicol,1%,Chloramphenicol (Ophthalmic),Opsonin Pharma Ltd.,3 gm tube : ৳ 9.71
4461,Conlax,3.35 gm/5 ml,Lactulose,UniMed UniHealth,100 ml bottle : ৳ 140.00
4462,Conpan,2 mg,Clonazepam,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 9.00
4463,Conpan,1 mg,Clonazepam,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
4464,Conpan,0.5 mg,Clonazepam,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 5.80
4465,Conrif,0.10%,Olopatadine Hydrochloride (Ophthalmic),Globe Pharmaceuticals Ltd.,5 ml drop : ৳ 100.00
4466,Conrif DS,0.20%,Olopatadine Hydrochloride (Ophthalmic),Globe Pharmaceuticals Ltd.,5 ml drop : ৳ 150.00
4467,Consucon,80 mg,Gliclazide,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 7.00
4468,Consucon MR,60 mg,Gliclazide,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 11.00
4469,Consucon MR,30 mg,Gliclazide,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
4470,Contilex,250 mg+200 mg,Glucosamine Sulfate + Chondroitin,Square Pharmaceuticals Ltd.,Unit Price : ৳ 8.06
4471,Contilex TS,750 mg+600 mg,Glucosamine Sulfate + Chondroitin,Square Pharmaceuticals Ltd.,Unit Price : ৳ 16.00
4472,Contilos,3.35 gm/5 ml,Lactulose,Goodman Pharmaceuticals Ltd.,100 ml bottle : ৳ 130.00
4473,Contine,200 mg,Theophylline,Aristopharma Ltd.,Unit Price : ৳ 1.60
4474,Contine,300 mg,Theophylline,Aristopharma Ltd.,Unit Price : ৳ 2.35
4475,Contine,400 mg,Theophylline,Aristopharma Ltd.,Unit Price : ৳ 2.98
4476,Contine,120 mg/5 ml,Theophylline,Aristopharma Ltd.,100 ml bottle : ৳ 31.00
4477,Contova,0.10%,Olopatadine Hydrochloride (Ophthalmic),ACI Limited,5 ml drop : ৳ 107.00
4478,Contova DS,0.20%,Olopatadine Hydrochloride (Ophthalmic),ACI Limited,5 ml drop : ৳ 150.00
4479,Convit B,,Vitamin B complex,Concord Pharmaceuticals Ltd.,200 ml bottle : ৳ 62.19
4480,Convit Z,,Vitamin B Complex + Zinc,Concord Pharmaceuticals Ltd.,100 ml bottle : ৳ 50.00
4481,Convules,200 mg/5 ml,Sodium Valproate,Opsonin Pharma Ltd.,100 ml bottle : ৳ 75.28
4482,Convules SR,500 mg,Sodium Valproate,Opsonin Pharma Ltd.,Unit Price : ৳ 10.07
4483,Convules SR,200 mg,Sodium Valproate,Opsonin Pharma Ltd.,Unit Price : ৳ 4.02
4484,Convules SR,300 mg,Sodium Valproate,Opsonin Pharma Ltd.,Unit Price : ৳ 6.04
4485,Conzi,10 mg/5 ml,Zinc Sulfate Monohydrate,Concord Pharmaceuticals Ltd.,100 ml bottle : ৳ 35.11
4486,Cool max,,Mentha + Cinnamomum + Gaultheria + Capsicum,ACME Laboratories Ltd.,20 gm tube : ৳ 50.00
4487,Copadox,400 mg,Doxophylline,Somatec Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
4488,Copeg,200 mg,Ribavirin,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 35.00
4489,Cophilex,(30 mg+100 mg+1.25 mg)/5 ml,Pseudoephedrine + Guaiphenasine + Triprolidine,Opsonin Pharma Ltd.,100 ml bottle : ৳ 55.00
4490,Cophyl,(30 mg+100 mg+1.25 mg)/5 ml,Pseudoephedrine + Guaiphenasine + Triprolidine,Pharmadesh Laboratories Ltd.,100 ml bottle : ৳ 55.00
4491,Coport,10 mg,Empagliflozin,ACI Limited,Unit Price : ৳ 25.00
4492,Coport,25 mg,Empagliflozin,ACI Limited,Unit Price : ৳ 40.00
4493,Coprin,(10 mg+30 mg+1.25 mg)/5 ml,Dextromethorphan + Pseudoephedrine + Triprolidine,Doctor’s Chemical Works Ltd.,100 ml bottle : ৳ 55.00
4494,CoQ,60 mg,Coenzyme Q10 [Ubidecarenone],Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 15.05
4495,CoQ,30 mg,Coenzyme Q10 [Ubidecarenone],Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 8.02
4496,Cora-D,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,ACI Limited,Unit Price : ৳ 10.50
4497,Cora-DX,600 mg+400 IU,Calcium Carbonate [Coral source] + Vitamin D3,ACI Limited,Unit Price : ৳ 15.00
4498,Cora-DX Vita,1358.196 mg+600 mg+400 IU,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin D3,ACI Limited,Unit Price : ৳ 17.00
4499,Corabid,5 mg,Ivabradine,D16 Pharma & Biotec,Unit Price : ৳ 35.00
4500,Corabid,7.5 mg,Ivabradine,D16 Pharma & Biotec,Unit Price : ৳ 50.00
4501,Corabon-D,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,Nuvista Pharma Ltd.,Unit Price : ৳ 10.03
4502,Corabon-DX,600 mg+400 IU,Calcium Carbonate [Coral source] + Vitamin D3,Nuvista Pharma Ltd.,Unit Price : ৳ 15.00
4503,Coral CD,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,Rangs Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
4504,Coralben D,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
4505,CoralCal-D,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,Radiant Pharmaceuticals Ltd.,Unit Price : ৳ 11.00
4506,CoralCal-DX,600 mg+400 IU,Calcium Carbonate [Elemental source] + Vitamin D3,Radiant Pharmaceuticals Ltd.,Unit Price : ৳ 15.05
4507,Coralcal-Kit,150 mg+600 mg+400 IU,Ibandronic Acid + Calcium Carbonate + Vitamin D3,Radiant Pharmaceuticals Ltd.,"(1 & 30) tablet kit : ৳ 2,950.00"
4508,Coralcin-D,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,Renata Limited,Unit Price : ৳ 10.00
4509,Coralcin-DX,600 mg+400 IU,Calcium Carbonate [Coral source] + Vitamin D3,Renata Limited,Unit Price : ৳ 15.00
4510,Coralex,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,ACME Laboratories Ltd.,Unit Price : ৳ 10.00
4511,Coralex DX,600 mg+400 IU,Calcium Carbonate [Coral source] + Vitamin D3,ACME Laboratories Ltd.,Unit Price : ৳ 15.00
4512,Coralgen D,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,Legends Pharma,Unit Price : ৳ 10.00
4513,Coralium-D,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,Al-Madina Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
4514,CoralMax-D,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,Orion Pharma Ltd.,Unit Price : ৳ 10.00
4515,CoralMax-DX,600 mg+400 IU,Calcium Carbonate [Coral source] + Vitamin D3,Orion Pharma Ltd.,Unit Price : ৳ 15.00
4516,Coraltab,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,Ibn Sina Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
4517,Coraltab-DX,600 mg+400 IU,Calcium Carbonate [Coral source] + Vitamin D3,Ibn Sina Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
4518,Coralvit-D,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,The White Horse Pharma,Unit Price : ৳ 10.00
4519,Corangi,10 mg,Nicorandil,UniMed UniHealth,Unit Price : ৳ 6.00
4520,Corasis-D,500 mg+200 IU,Calcium Carbonate [Coral source] + Vitamin D3,Team Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
4521,Corbic,500 mg,Levofloxacin Hemihydrate,Novo Healthcare and Pharma Ltd.,Unit Price : ৳ 15.00
4522,Cordarone,200 mg,Amiodarone Hydrochloride (Tablet),Sanofi Bangladesh Ltd.,Unit Price : ৳ 18.07
4523,Cordarone,100 mg,Amiodarone Hydrochloride (Tablet),Sanofi Bangladesh Ltd.,Unit Price : ৳ 10.10
4524,Cordema,5%,Sodium Chloride (Ophthalmic Solution),Globe Pharmaceuticals Ltd.,10 ml drop : ৳ 70.00
4525,Corestin,10 mg,Rosuvastatin,D16 Pharma & Biotec,Unit Price : ৳ 25.00
4526,Corestin,20 mg,Rosuvastatin,D16 Pharma & Biotec,Unit Price : ৳ 50.00
4527,Corestin,5 mg,Rosuvastatin,D16 Pharma & Biotec,Unit Price : ৳ 12.50
4528,Corofree,200 mg,Hydroxychloroquine Sulphate,Aristopharma Ltd.,Unit Price : ৳ 15.00
4529,Coroquin,200 mg,Hydroxychloroquine Sulphate,Biopharma Laboratories Ltd.,Unit Price : ৳ 12.00
4530,Cortaid,100 mg/2 ml,Hydrocortisone,Novo Healthcare and Pharma Ltd.,100 mg vial : ৳ 50.00
4531,Cortan,1%,Prednisolone Acetate,Incepta Pharmaceuticals Ltd.,5 ml drop : ৳ 100.00
4532,Cortan,2 mg,Prednisolone,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 0.80
4533,Cortan,5 mg/5 ml,Prednisolone,Incepta Pharmaceuticals Ltd.,50 ml bottle : ৳ 65.00
4534,Cortan,20 mg,Prednisolone,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 6.27
4535,Cortan,10 mg,Prednisolone,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 3.23
4536,Cortan,5 mg,Prednisolone,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 1.72
4537,Cortef,100 mg/2 ml,Hydrocortisone,Aristopharma Ltd.,100 mg vial : ৳ 50.00
4538,Cortider,1%,Hydrocortisone Acetate,Eskayef Pharmaceuticals Ltd.,10 gm tube : ৳ 35.00
4539,Cortiflo,6 mg,Deflazacort,Nuvista Pharma Ltd.,Unit Price : ৳ 10.00
4540,Cortimax,6 mg,Deflazacort,ACME Laboratories Ltd.,Unit Price : ৳ 8.00
4541,Cortimax,24 mg,Deflazacort,ACME Laboratories Ltd.,Unit Price : ৳ 30.00
4542,Cortimet,1%,Hydrocortisone Acetate,Medimet Pharmaceuticals Ltd.,10 gm tube : ৳ 28.00
4543,Cortinex,100 mg/2 ml,Hydrocortisone,Ziska Pharmaceuticals Ltd.,100 mg vial : ৳ 50.00
4544,Cortisol,5 mg,Prednisolone,Aristopharma Ltd.,Unit Price : ৳ 1.70
4545,Cortisol,5 mg/5 ml,Prednisolone,Aristopharma Ltd.,50 ml bottle : ৳ 65.00
4546,Cortisol,20 mg,Prednisolone,Aristopharma Ltd.,Unit Price : ৳ 6.25
4547,Cortisol,1%,Prednisolone Acetate,Aristopharma Ltd.,5 ml drop : ৳ 100.00
4548,Cortisol,10 mg,Prednisolone,Aristopharma Ltd.,Unit Price : ৳ 3.20
4549,Cortucin-N,0.1%+0.5%,Betamethasone + Neomycin Sulphate (Topical),Ethical Drug Ltd.,5 gm tube : ৳ 18.00
4550,Corvastin,10 mg,Rosuvastatin,Centeon Pharma Ltd.,Unit Price : ৳ 20.00
4551,Corvastin,20 mg,Rosuvastatin,Centeon Pharma Ltd.,Unit Price : ৳ 30.00
4552,Corzil,80 mg,Azilsartan Medoxomil,ACI Limited,Unit Price : ৳ 22.00
4553,Corzil,40 mg,Azilsartan Medoxomil,ACI Limited,Unit Price : ৳ 12.00
4554,Cosarin,750 mg+50 mg,Glucosamine Sulfate + Diacerein,Opsonin Pharma Ltd.,Unit Price : ৳ 12.03
4555,Cosat,(200 mg+40 mg)/5 ml,Sulphamethoxazole + Trimethoprim,Eskayef Pharmaceuticals Ltd.,60 ml bottle : ৳ 22.07
4556,Cosat-DS,800 mg+160 mg,Sulphamethoxazole + Trimethoprim,Eskayef Pharmaceuticals Ltd.,Unit Price : ৳ 2.55
4557,Cosben,400 mg,Albendazole,Cosmo Pharma Ltd.,Unit Price : ৳ 3.00
4558,Coscef,125 mg/5 ml,Cephradine,Cosmo Pharma Ltd.,100 ml bottle : ৳ 80.00
4559,Coscef,500 mg,Cephradine,Cosmo Pharma Ltd.,Unit Price : ৳ 12.00
4560,Cosclox,500 mg,Cloxacillin Sodium,Cosmo Pharma Ltd.,Unit Price : ৳ 5.46
4561,Cosdox,100 mg,Doxycycline Hydrochloride,Cosmo Pharma Ltd.,Unit Price : ৳ 2.00
4562,Cosec,20 mg,Omeprazole,Drug International Ltd.,Unit Price : ৳ 5.00
4563,Cosec,40 mg/vial,Omeprazole,Drug International Ltd.,40 mg vial : ৳ 90.30
4564,Cosec,40 mg,Omeprazole,Drug International Ltd.,Unit Price : ৳ 8.00
4565,Cosec-MUPS,20 mg,Omeprazole (MUPS tablet),Drug International Ltd.,Unit Price : ৳ 7.00
4566,Cosentyx,150 mg/ml,Secukinumab,Novartis (Bangladesh) Ltd.,"150 mg pre-filled pen : ৳ 63,001.64"
4567,Cosfenac SR,100 mg,Diclofenac Sodium,Cosmo Pharma Ltd.,Unit Price : ৳ 3.00
4568,Cosfez TR,150 mg+0.5 mg+61.8 mg,Ferrous Sulfate + Folic Acid + Zinc Sulfate,Cosmo Pharma Ltd.,Unit Price : ৳ 2.90
4569,Cosflu,50 mg,Fluconazole,Cosmo Pharma Ltd.,Unit Price : ৳ 8.00
4570,Cosium,10 mg,Clobazam,ACME Laboratories Ltd.,Unit Price : ৳ 3.52
4571,Coslev,500 mg,Levofloxacin Hemihydrate,Cosmo Pharma Ltd.,Unit Price : ৳ 14.00
4572,Cosmotrin,0.03%,Tretinoin (Topical),Beximco Pharmaceuticals Ltd.,10 gm tube : ৳ 45.00
4573,Cosnap,250 mg,Naproxen Sodium,Cosmo Pharma Ltd.,Unit Price : ৳ 3.00
4574,Cospra,20 mg,Pantoprazole Sodium Sesquihydrate,Cosmo Pharma Ltd.,Unit Price : ৳ 2.50
4575,Costa-B,100 mg+200 mg+200 mcg,"Vitamin B1, B6 & B12",Nuvista Pharma Ltd.,Unit Price : ৳ 8.00
4576,Costin,500 mg,Calcium Carbonate,General Pharmaceuticals Ltd.,Unit Price : ৳ 3.01
4577,Cosvit TR,,Iron + Folic acid + Vitamin B complex + Vitamin C,Cosmo Pharma Ltd.,Unit Price : ৳ 3.00
4578,Cosy,10 mg,Domperidone Maleate,Orion Pharma Ltd.,Unit Price : ৳ 2.50
4579,Cosy,5 mg/5 ml,Domperidone Maleate,Orion Pharma Ltd.,60 ml bottle : ৳ 28.19
4580,Cotadex,0.1%+0.3%,Dexamethasone + Tobramycin,Monicopharma Ltd.,5 ml drop : ৳ 150.00
4581,Cotra-Vet,200 mg/gm,Chlortetracycline Hydrochloride,Square Pharmaceuticals Ltd.,50 gm pack : ৳ 173.42
4582,Cotrazen,(200 mg+40 mg)/5 ml,Sulphamethoxazole + Trimethoprim,Zenith Pharmaceuticals Ltd.,60 ml bottle : ৳ 21.36
4583,Cotrazen,400 mg+80 mg,Sulphamethoxazole + Trimethoprim,Zenith Pharmaceuticals Ltd.,Unit Price : ৳ 1.40
4584,Cotrazen DS,800 mg+160 mg,Sulphamethoxazole + Trimethoprim,Zenith Pharmaceuticals Ltd.,Unit Price : ৳ 2.02
4585,Cotrim,(200 mg+40 mg)/5 ml,Sulphamethoxazole + Trimethoprim,Square Pharmaceuticals Ltd.,60 ml bottle : ৳ 21.64
4586,Cotrim,400 mg+80 mg,Sulphamethoxazole + Trimethoprim,Square Pharmaceuticals Ltd.,Unit Price : ৳ 1.49
4587,Cotrim DS,800 mg+160 mg,Sulphamethoxazole + Trimethoprim,Square Pharmaceuticals Ltd.,Unit Price : ৳ 2.04
4588,Cotrim-Vet,1000 mg+200 mg,Sulphamethoxazole + Trimethoprim,Square Pharmaceuticals Ltd.,Unit Price : ৳ 4.35
4589,Cotrim-Vet,(500 mg+100 mg)/5 ml,Sulphamethoxazole + Trimethoprim,Square Pharmaceuticals Ltd.,60 ml bottle : ৳ 34.15
4590,Cotrimox,400 mg+80 mg,Sulphamethoxazole + Trimethoprim,Indo Bangla Pharmaceutical,Unit Price : ৳ 1.35
4591,Cotrimox,(200 mg+40 mg)/5 ml,Sulphamethoxazole + Trimethoprim,Indo Bangla Pharmaceutical,60 ml bottle : ৳ 21.00
4592,Cotrimox DS,800 mg+160 mg,Sulphamethoxazole + Trimethoprim,Indo Bangla Pharmaceutical,Unit Price : ৳ 2.00
